CVE_ID,CVSS,CWE,VUL_FUNs
CVE-2017-5643,5.8,CWE-918,org.apache.camel.processor.validation.SchemaReader:createSchemaFactory()
CVE-2016-1000345,4.3,CWE-361,"org.bouncycastle.jcajce.provider.asymmetric.dh.IESCipher:engineDoFinal(byte[],int,int);org.bouncycastle.crypto.engines.IESEngine:decryptBlock(byte[],int,int);org.bouncycastle.jcajce.provider.asymmetric.dh.IESCipher:engineDoFinal(byte[],int,int)"
CVE-2016-8746,4.3,CWE-426,org.apache.ranger.plugin.resourcematcher.RangerPathResourceMatcher:getMatcher(java.lang.String)
CVE-2017-5644,7.1,CWE-776,"org.apache.poi.POIXMLTypeLoader:parse(java.io.InputStream,org.apache.xmlbeans.SchemaType,org.apache.xmlbeans.XmlOptions);org.apache.poi.POIXMLTypeLoader:parse(java.io.Reader,org.apache.xmlbeans.SchemaType,org.apache.xmlbeans.XmlOptions);org.apache.poi.POIXMLTypeLoader:parse(java.net.URL,org.apache.xmlbeans.SchemaType,org.apache.xmlbeans.XmlOptions);org.apache.poi.xwpf.usermodel.XWPFRun:addPicture(java.io.InputStream,int,java.lang.String,int,int);org.apache.poi.xwpf.usermodel.XWPFRun:getCTPictures(org.apache.xmlbeans.XmlObject);org.apache.poi.xssf.util.EvilUnclosedBRFixingInputStream:read(byte[],int,int);org.apache.poi.POIXMLTypeLoader:parse(java.io.File,org.apache.xmlbeans.SchemaType,org.apache.xmlbeans.XmlOptions);org.apache.poi.POIXMLTypeLoader:parse(java.lang.String,org.apache.xmlbeans.SchemaType,org.apache.xmlbeans.XmlOptions);org.apache.poi.util.DocumentHelper:trySetSAXFeature(javax.xml.parsers.DocumentBuilderFactory,java.lang.String,boolean);org.apache.poi.xssf.eventusermodel.ReadOnlySharedStringsTable:readFrom(java.io.InputStream);org.apache.poi.xssf.model.SharedStringsTable:writeTo(java.io.OutputStream);org.apache.poi.xssf.usermodel.XSSFVMLDrawing:read(java.io.InputStream);org.apache.poi.xssf.dev.XSSFDump:dump(java.util.zip.ZipFile);org.apache.poi.util.DocumentHelper:trySetXercesSecurityManager(javax.xml.parsers.DocumentBuilderFactory);org.apache.poi.util.DocumentHelper:newDocumentBuilder();org.apache.poi.xslf.usermodel.XSLFSlide:<init>(org.apache.poi.openxml4j.opc.PackagePart)"
CVE-2017-15700,4.3,CWE-200,"org.apache.sling.auth.core.AuthUtil:isRedirectValid(javax.servlet.http.HttpServletRequest,java.lang.String)"
CVE-2016-0956,7.8,CWE-200,org.apache.sling.servlets.post.AbstractPostResponse:setError(java.lang.Throwable)
CVE-2021-26296,5.1,CWE-352,"org.apache.myfaces.push.cdi.WebsocketChannelTokenBuilderBean:init();org.apache.myfaces.push.cdi.WebsocketChannelTokenBuilderBean:createChannelToken(javax.faces.context.FacesContext,java.lang.String);org.apache.myfaces.push.cdi.WebsocketChannelTokenBuilderBean:<init>();org.apache.myfaces.push.cdi.WebsocketChannelTokenBuilderBean:internalInit(javax.faces.context.FacesContext)"
CVE-2016-6346,5.0,,org.jboss.resteasy.plugins.interceptors.encoding.GZIPDecodingInterceptor$FinishableGZIPInputStream:<init>(java.io.InputStream);org.jboss.resteasy.plugins.interceptors.encoding.GZIPDecodingInterceptor:aroundReadFrom(javax.ws.rs.ext.ReaderInterceptorContext)
CVE-2018-1294,5.0,CWE-20,org.apache.commons.mail.Email:setSubject(java.lang.String)
CVE-2017-8028,5.1,CWE-287,"org.springframework.ldap.core.support.DefaultTlsDirContextAuthenticationStrategy:applyAuthentication(javax.naming.ldap.LdapContext,java.lang.String,java.lang.String)"
CVE-2016-9879,5.0,CWE-417,org.springframework.security.web.firewall.DefaultHttpFirewall:isNormalized(java.lang.String);org.springframework.security.web.firewall.DefaultHttpFirewall:getFirewalledRequest(javax.servlet.http.HttpServletRequest)
CVE-2016-6802,5.0,CWE-284,org.apache.shiro.web.util.WebUtils:getContextPath(javax.servlet.http.HttpServletRequest)
CVE-2018-1047,2.1,CWE-22,org.wildfly.extension.undertow.deployment.ServletResourceManager:getResource(java.lang.String)
CVE-2017-12622,5.5,CWE-200,"org.apache.geode.management.internal.ManagementAgent:setHttpServiceRunning(boolean);org.apache.geode.management.internal.ManagementAgent:registerAccessControlMBean();org.apache.geode.management.internal.ManagementAgent:configureAndStart();org.apache.geode.management.internal.ManagementAgent$GemFireRMIClientSocketFactory:createSocket(java.lang.String,int);org.apache.geode.management.internal.ManagementAgent:isHttpServiceRunning();org.apache.geode.management.internal.ManagementAgent$GemFireRMIClientSocketFactory:<init>(org.apache.geode.internal.net.SocketCreator)"
CVE-2021-22113,4.3,CWE-863,org.springframework.cloud.netflix.zuul.filters.pre.PreDecorationFilter:run();org.springframework.cloud.netflix.zuul.filters.SimpleRouteLocator:adjustPath(java.lang.String)
CVE-2014-0113,7.5,CWE-264,org.apache.struts2.interceptor.CookieInterceptor:intercept(com.opensymphony.xwork2.ActionInvocation)
CVE-2020-1745,7.5,,"io.undertow.server.protocol.ajp.AjpRequestParser:<init>(java.lang.String,boolean,int,int,boolean,boolean);io.undertow.server.protocol.ajp.AjpRequestParser:parse(java.nio.ByteBuffer,io.undertow.server.protocol.ajp.AjpRequestParseState,io.undertow.server.HttpServerExchange);io.undertow.server.protocol.ajp.AjpOpenListener:<init>(io.undertow.connector.ByteBufferPool,org.xnio.OptionMap)"
CVE-2020-11995,7.5,CWE-502,org.apache.dubbo.common.serialize.hessian2.Hessian2SerializerFactory:<init>()
CVE-2020-1695,5.0,,org.jboss.resteasy.plugins.delegates.MediaTypeHeaderDelegate:isValid(java.lang.String)
CVE-2014-0193,5.0,CWE-399,"io.netty.handler.codec.http.websocketx.WebSocket08FrameDecoder:protocolViolation(io.netty.channel.ChannelHandlerContext,java.lang.String);io.netty.handler.codec.http.websocketx.UTF8Exception:<init>(java.lang.String);io.netty.handler.codec.http.websocketx.WebSocket08FrameDecoder:checkUTF8String(io.netty.channel.ChannelHandlerContext,io.netty.buffer.ByteBuf);io.netty.handler.codec.http.websocketx.ContinuationWebSocketFrame:<init>();io.netty.handler.codec.http.websocketx.ContinuationWebSocketFrame:duplicate();io.netty.handler.codec.http.websocketx.WebSocket08FrameDecoder:decode(io.netty.channel.ChannelHandlerContext,io.netty.buffer.ByteBuf,java.util.List);io.netty.handler.codec.http.websocketx.WebSocket08FrameDecoder:checkCloseFrameBody(io.netty.channel.ChannelHandlerContext,io.netty.buffer.ByteBuf);io.netty.handler.codec.http.websocketx.ContinuationWebSocketFrame:copy();io.netty.handler.codec.http.websocketx.ContinuationWebSocketFrame:<init>(boolean,int,io.netty.buffer.ByteBuf,java.lang.String);io.netty.handler.codec.http.websocketx.UTF8Exception:<init>(java.lang.String);io.netty.handler.codec.http.websocketx.ContinuationWebSocketFrame:<init>(boolean,int,java.lang.String);io.netty.handler.codec.http.websocketx.ContinuationWebSocketFrame:aggregatedText()"
CVE-2022-23181,3.7,CWE-367,org.apache.catalina.session.FileStore:file(java.lang.String)
CVE-2019-10174,6.5,CWE-470,"org.infinispan.commons.util.ReflectionUtil:invokeAccessibly(java.lang.Object,java.lang.reflect.Method,java.lang.Object[]);org.infinispan.commons.util.ReflectionUtil:setAccessibly(java.lang.Object,java.lang.reflect.Field,java.lang.Object)"
CVE-2020-13444,4.0,,"com.liferay.dynamic.data.mapping.render.impl.DDMFormFieldFreeMarkerRenderer:processFTL(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String,java.lang.String,java.lang.String,boolean,java.util.Map);com.liferay.dynamic.data.mapping.service.impl.DDMDataProviderInstanceServiceImpl:search(long,long[],java.lang.String,int,int,com.liferay.portal.kernel.util.OrderByComparator)"
CVE-2016-8738,4.3,CWE-20,com.opensymphony.xwork2.validator.validators.URLValidator:validate(java.lang.Object)
CVE-2018-1000531,5.0,CWE-20,"org.primeframework.jwt.JWTDecoder:decode(java.lang.String,org.primeframework.jwt.domain.Header,java.lang.String[],org.primeframework.jwt.Verifier)"
CVE-2021-28168,2.1,CWE-668,org.glassfish.jersey.message.internal.Utils:createTempFile()
CVE-2017-11467,10.0,CWE-269,"com.orientechnologies.orient.core.sql.OCommandExecutorSQLSelect:searchForIndexes(com.orientechnologies.orient.core.metadata.schema.OClass);com.orientechnologies.orient.core.sql.OCommandExecutorSQLSelect:addResult(com.orientechnologies.orient.core.db.record.OIdentifiable,com.orientechnologies.orient.core.command.OCommandContext)"
CVE-2020-26234,2.1,CWE-346,org.opencastproject.kernel.http.impl.HttpClientImpl:createTrustManager();org.opencastproject.kernel.http.impl.HttpClientImpl:makeHttpClient();org.opencastproject.kernel.http.impl.HttpClientImpl:createHostNameVerifier()
CVE-2018-1002201,5.8,CWE-22,"org.zeroturnaround.zip.ZipUtil$Unwraper:process(java.io.InputStream,java.util.zip.ZipEntry);org.zeroturnaround.zip.ZipUtil$BackslashUnpacker:process(java.io.InputStream,java.util.zip.ZipEntry);org.zeroturnaround.zip.ZipUtil$Unpacker:process(java.io.InputStream,java.util.zip.ZipEntry)"
CVE-2021-41767,4.0,CWE-200,"org.apache.guacamole.servlet.GuacamoleHTTPTunnelServlet:handleTunnelRequest(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse);org.apache.guacamole.servlet.GuacamoleHTTPTunnelServlet:getTunnel(java.lang.String);org.apache.guacamole.servlet.GuacamoleHTTPTunnelMap:remove(java.lang.String);org.apache.guacamole.servlet.GuacamoleHTTPTunnelMap:get(java.lang.String);org.apache.guacamole.servlet.GuacamoleHTTPTunnelServlet:doWrite(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String);org.apache.guacamole.servlet.GuacamoleHTTPTunnelMap:put(java.lang.String,org.apache.guacamole.net.GuacamoleTunnel);org.apache.guacamole.servlet.GuacamoleHTTPTunnelServlet:deregisterTunnel(org.apache.guacamole.net.GuacamoleTunnel);org.apache.guacamole.servlet.GuacamoleHTTPTunnelServlet:doRead(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String);org.apache.guacamole.servlet.GuacamoleHTTPTunnelServlet:registerTunnel(org.apache.guacamole.net.GuacamoleTunnel)"
CVE-2018-17187,5.8,CWE-295,"org.apache.qpid.proton.engine.impl.ssl.SslImpl:<init>(org.apache.qpid.proton.engine.SslDomain,org.apache.qpid.proton.engine.SslPeerDetails);org.apache.qpid.proton.engine.impl.ssl.SslEngineFacadeFactory:createAndInitialiseSslEngine(org.apache.qpid.proton.engine.SslDomain,org.apache.qpid.proton.engine.SslPeerDetails);org.apache.qpid.proton.engine.impl.ssl.SslDomainImpl:getPeerAuthentication();org.apache.qpid.proton.engine.impl.ssl.SslDomainImpl:setPeerAuthentication(org.apache.qpid.proton.engine.SslDomain$VerifyMode);org.apache.qpid.proton.engine.impl.ssl.SimpleSslTransportWrapper:process()"
CVE-2016-4437,6.8,CWE-284,org.apache.shiro.mgt.AbstractRememberMeManager:<init>()
CVE-2018-17297,6.4,CWE-22,"cn.hutool.core.collection.IterUtil:toMap(java.lang.Iterable,java.lang.Iterable);cn.hutool.core.util.ZipUtil:unzip(java.io.File,java.io.File,java.nio.charset.Charset);cn.hutool.core.util.ZipUtil:zlib(java.io.File,int);cn.hutool.core.io.FileUtil:getParent(java.io.File,int);cn.hutool.core.io.FileUtil:file(java.lang.String,java.lang.String);cn.hutool.core.io.FileUtil:file(java.io.File,java.lang.String);cn.hutool.core.util.ZipUtil:unzipFileBytes(java.io.File,java.nio.charset.Charset,java.lang.String);cn.hutool.core.collection.IterUtil:toMap(java.util.Iterator,java.util.Iterator);cn.hutool.core.io.FileUtil:getParent(java.lang.String,int);cn.hutool.core.io.FileUtil:checkSlip(java.io.File,java.io.File)"
CVE-2020-11971,5.0,,"org.apache.camel.main.DefaultConfigurationProperties:withJmxCreateConnector(boolean);org.apache.camel.main.DefaultConfigurationProperties:isJmxCreateConnector();org.apache.camel.main.DefaultConfigurationConfigurer:configure(org.apache.camel.CamelContext,org.apache.camel.main.DefaultConfigurationProperties);org.apache.camel.main.DefaultConfigurationProperties:setJmxCreateConnector(boolean)"
CVE-2018-1002200,4.3,CWE-22,"org.codehaus.plexus.archiver.AbstractUnArchiver:extractFile(java.io.File,java.io.File,java.io.InputStream,java.lang.String,java.util.Date,boolean,java.lang.Integer,java.lang.String)"
CVE-2011-2894,6.8,CWE-502,"org.springframework.core.ConfigurableObjectInputStream:<init>(java.io.InputStream,java.lang.ClassLoader);org.springframework.core.ConfigurableObjectInputStream:resolveProxyClass(java.lang.String[])"
CVE-2019-0187,7.5,CWE-327;CWE-502,org.apache.jmeter.rmi.RmiUtils:createServerSocketFactory()
CVE-2020-11969,6.8,CWE-306,org.apache.openejb.resource.activemq.ActiveMQ5Factory:createBroker(java.net.URI)
CVE-2020-5408,4.0,CWE-330,"org.springframework.security.crypto.bcrypt.BCryptPasswordEncoder:matches(java.lang.CharSequence,java.lang.String);org.springframework.security.crypto.bcrypt.BCryptPasswordEncoder:encode(java.lang.CharSequence)"
CVE-2016-4993,4.3,CWE-93;CWE-113,"io.undertow.util.HttpString:<init>(java.lang.String,int);io.undertow.util.HttpString:<init>(byte[],java.lang.String);io.undertow.server.protocol.ajp.AjpServerResponseConduit:putString(java.nio.ByteBuffer,java.lang.String);io.undertow.server.protocol.http.HttpResponseConduit:writeString(java.nio.ByteBuffer,java.lang.String);io.undertow.protocols.http2.HpackEncoder:encode(io.undertow.util.HeaderMap,java.nio.ByteBuffer)"
CVE-2020-28052,6.8,,"org.bouncycastle.crypto.generators.OpenBSDBCrypt:doCheckPassword(java.lang.String,byte[])"
CVE-2017-7675,5.0,CWE-22,"org.apache.coyote.http2.Stream:emitHeader(java.lang.String,java.lang.String)"
CVE-2013-2186,7.5,CWE-20,org.apache.commons.fileupload.disk.DiskFileItem:readObject(java.io.ObjectInputStream)
CVE-2014-6439,4.3,CWE-79,org.elasticsearch.http.netty.NettyHttpChannel:sendResponse(org.elasticsearch.rest.RestResponse)
CVE-2019-10094,6.8,CWE-770,"org.apache.tika.parser.RecursiveParserWrapper$EmbeddedParserDecorator:parse(java.io.InputStream,org.xml.sax.ContentHandler,org.apache.tika.metadata.Metadata,org.apache.tika.parser.ParseContext);org.apache.tika.parser.RecursiveParserWrapper:parse(java.io.InputStream,org.xml.sax.ContentHandler,org.apache.tika.metadata.Metadata,org.apache.tika.parser.ParseContext)"
CVE-2021-41561,5.0,CWE-20,"org.apache.parquet.format.Util:readPageHeader(java.io.InputStream,org.apache.parquet.format.BlockCipher$Decryptor,byte[])"
CVE-2019-17563,5.1,CWE-384,"org.apache.catalina.authenticator.AuthenticatorBase:register(org.apache.catalina.connector.Request,javax.servlet.http.HttpServletResponse,java.security.Principal,java.lang.String,java.lang.String,java.lang.String);org.apache.catalina.authenticator.FormAuthenticator:restoreRequest(org.apache.catalina.connector.Request,org.apache.catalina.Session);org.apache.catalina.authenticator.FormAuthenticator:matchRequest(org.apache.catalina.connector.Request);org.apache.catalina.authenticator.FormAuthenticator:authenticate(org.apache.catalina.connector.Request,javax.servlet.http.HttpServletResponse,org.apache.catalina.deploy.LoginConfig)"
CVE-2019-17513,5.0,CWE-74,"ratpack.server.internal.NettyHandlerAdapter:newRequest(io.netty.channel.ChannelHandlerContext,io.netty.handler.codec.http.HttpRequest)"
CVE-2021-22044,5.0,CWE-668,"org.springframework.cloud.openfeign.support.SpringMvcContract:parseAndValidateMetadata(java.lang.Class,java.lang.reflect.Method);org.springframework.cloud.openfeign.support.SpringMvcContract:processAnnotationOnClass(feign.MethodMetadata,java.lang.Class)"
CVE-2018-1000125,7.5,CWE-20,"org.primeframework.jwt.JWTDecoder:decode(java.lang.String,org.primeframework.jwt.domain.Header,java.lang.String[],org.primeframework.jwt.Verifier);org.primeframework.jwt.JWTDecoder:decode(java.lang.String,java.util.Map,java.util.function.Function)"
CVE-2019-19343,5.0,CWE-404,"org.jboss.remoting3.remote.RemoteReadListener:<init>(org.jboss.remoting3.remote.RemoteConnectionHandler,org.jboss.remoting3.remote.RemoteConnection)"
CVE-2018-14642,5.0,CWE-200,"io.undertow.server.ConnectionSSLSessionInfo:renegotiateBufferRequest(io.undertow.server.HttpServerExchange,org.xnio.SslClientAuthMode)"
CVE-2011-3190,7.5,CWE-264,org.apache.coyote.ajp.AjpAprProcessor:process(org.apache.tomcat.util.net.SocketWrapper);org.apache.coyote.ajp.AjpProcessor:process(org.apache.tomcat.util.net.SocketWrapper);org.apache.coyote.ajp.AbstractAjpProcessor:finish();org.apache.coyote.ajp.AjpAprProcessor:finish()
CVE-2010-1157,2.6,CWE-200,org.apache.catalina.core.StandardContext:postWorkDirectory()
CVE-2020-10688,4.3,CWE-79,org.jboss.resteasy.core.StringParameterInjector:extractValue(java.lang.String)
CVE-2017-15703,3.5,CWE-502,org.apache.nifi.controller.TemplateUtils:isMoreData(java.io.InputStream);org.apache.nifi.cluster.BulletinsPayload:unmarshal(byte[]);org.apache.nifi.controller.TemplateUtils:parseDto(byte[]);org.apache.nifi.cluster.BulletinsPayload:unmarshal(java.io.InputStream);org.apache.nifi.persistence.StandardSnippetDeserializer:deserialize(java.io.InputStream);org.apache.nifi.controller.TemplateUtils:parseTemplateStream(byte[]);org.apache.nifi.controller.TemplateUtils:parseDto(org.w3c.dom.Element);org.apache.nifi.persistence.TemplateDeserializer:deserialize(java.io.InputStream)
